id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
356,Bohm's Herrenkeller,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner","German, European, Central European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,516.0
357,Cocoon Restaurant Nuernberg,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, Drinks","Japanese, Sushi, Asian, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Outdoor Seating, Wine and Beer, Free Wifi, Live Music, Gift Cards Available",4.5,184.0
358,Bratwurst Roeslein,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, Brunch, After-hours, Drinks","German, European, Central European, Brew Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,2011.0
359,Restaurant Albrecht-Durer-Stube,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, After-hours","German, European, Central European","Vegetarian Friendly, Gluten Free Options","Full Bar, Gift Cards Available, Reservations, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.5,917.0
360,Restauration Kopernikus,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Dinner, Drinks, After-hours","German, Polish, European, Eastern European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Table Service, Full Bar",4.5,257.0
361,Restaurant Literaturhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Breakfast, Dinner, Brunch, Drinks","European, German, Cafe, Mediterranean, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Outdoor Seating, Accepts Credit Cards, Table Service",4.5,235.0
362,HANS IM GLUECK Burgergrill & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner","American, Bar","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Highchairs Available, Reservations, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover, Accepts Credit Cards, Table Service",4.0,817.0
363,BLOCK HOUSE Nurnberg,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, After-hours","American, Steakhouse, Barbecue, European","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service",4.0,561.0
364,O'Sheas Irish Pub & Biergarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner, After-hours, Drinks","Irish, Bar, European, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",4.0,260.0
365,Essigbraetlein,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Nuremberg""]",Germany,Bavaria,Franconia,Nuremberg,"Lunch, Dinner","European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Serves Alcohol, Table Service",4.5,236.0
366,Max + Muh,"[""Europe"", ""Germany"", ""Bavaria"", ""Lower Bavaria"", ""Passau""]",Germany,Bavaria,Lower Bavaria,Passau,"Lunch, Dinner","American, Fast food, Healthy",Vegetarian Friendly,"Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Table Service, Full Bar",3.5,138.0
367,Storstad,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Palatinate"", ""Regensburg""]",Germany,Bavaria,Upper Palatinate,Regensburg,"Lunch, Dinner","International, European, Central European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Visa, Accepts Credit Cards, Table Service, Highchairs Available, Full Bar",4.5,241.0
368,Ratskeller Augsburg,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Augsburg""]",Germany,Bavaria,Swabia,Augsburg,"Lunch, Dinner, Brunch, Drinks","German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wine and Beer",4.0,977.0
369,Weib's Brauhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Dinkelsbuhl""]",Germany,Bavaria,Franconia,Dinkelsbuhl,"Lunch, Dinner","German, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",4.5,367.0
370,Il Pescatore,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Fussen""]",Germany,Bavaria,Swabia,Fussen,"Lunch, Dinner, After-hours","Italian, Pizza, Seafood","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Reservations, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",4.5,1345.0
371,Gasthof Goldener Greifen,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Rothenburg""]",Germany,Bavaria,Franconia,Rothenburg,"Lunch, Dinner","German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,446.0
372,Italia Restaurant - Eiscafe,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Rothenburg""]",Germany,Bavaria,Franconia,Rothenburg,"Lunch, Dinner","Italian, Pizza, European",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Reservations",3.5,303.0
373,Brot & Zeit,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Middle Franconia"", ""Rothenburg""]",Germany,Bavaria,Franconia,Rothenburg,"Breakfast, Lunch, Brunch","German, Cafe, European","Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Seating, Highchairs Available",4.5,233.0
374,Il Grano,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Lower Franconia"", ""Wurzburg""]",Germany,Bavaria,Franconia,Wurzburg,"Lunch, Dinner, After-hours","Italian, Seafood, Mediterranean, European, Grill, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,283.0
375,Backoefele,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Lower Franconia"", ""Wurzburg""]",Germany,Bavaria,Franconia,Wurzburg,"Lunch, Dinner, Drinks, After-hours","German, European, Central European","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,889.0
376,Sternbaeck,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Lower Franconia"", ""Wurzburg""]",Germany,Bavaria,Franconia,Wurzburg,"Lunch, Dinner, Brunch, After-hours, Drinks","Austrian, Brew Pub, German",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",4.0,214.0
377,Hofbrau,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bamberg""]",Germany,Bavaria,Franconia,Bamberg,"Lunch, Dinner, After-hours","German, European, Central European, Gastropub","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,421.0
378,Casa Italia,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bamberg""]",Germany,Bavaria,Franconia,Bamberg,"Lunch, Dinner","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available",3.5,162.0
379,Little Italy Bamberg,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Upper Franconia"", ""Bamberg""]",Germany,Bavaria,Franconia,Bamberg,"Lunch, Dinner","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,229.0
380,Oberstdorfer Dampfbierbrauerei,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Oberstdorf""]",Germany,Bavaria,Swabia,Oberstdorf,"Lunch, Dinner, After-hours, Drinks","German, European, Central European, Brew Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Live Music",4.5,529.0
381,Brauhaus am Markt,"[""Europe"", ""Germany"", ""Bavaria"", ""Franconia"", ""Lower Franconia"", ""Schweinfurt""]",Germany,Bavaria,Franconia,Schweinfurt,"Lunch, Dinner, After-hours","German, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,240.0
382,Gasthof Altwirt,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Lenggries""]",Germany,Bavaria,Upper Bavaria,Lenggries,"Breakfast, Lunch, Dinner","German, Central European, European","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,227.0
383,Echostuberl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Schoenau am Koenigssee""]",Germany,Bavaria,Upper Bavaria,Schoenau am Koenigssee,"Lunch, Dinner","German, European, Central European","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Waterfront",4.5,413.0
384,Little India,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Vaterstetten""]",Germany,Bavaria,Upper Bavaria,Vaterstetten,"Dinner, Lunch","Indian, Asian","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,42.0
385,Braeustueberl Tegernsee,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Tegernsee""]",Germany,Bavaria,Upper Bavaria,Tegernsee,"Lunch, Dinner, Brunch",Brew Pub,Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4.5,1627.0
386,Gasthof Alte Post,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Lindau""]",Germany,Bavaria,Swabia,Lindau,"Lunch, Dinner","German, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,462.0
387,L'Osteria Amberg,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Palatinate"", ""Amberg""]",Germany,Bavaria,Upper Palatinate,Amberg,"Dinner, After-hours, Drinks, Lunch","Italian, Pizza, Mediterranean",Vegetarian Friendly,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Table Service, Full Bar",3.5,81.0
388,Adlerkeller,"[""Europe"", ""Germany"", ""Bavaria"", ""Swabia"", ""Kaufbeuren""]",Germany,Bavaria,Swabia,Kaufbeuren,"Lunch, Dinner, After-hours","German, European, Central European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Parking Available, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Accepts Credit Cards, Table Service",4.5,611.0
389,Suenderalm,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Tirol"", ""Langenfeld""]",Austria,Austrian Alps,Tirol,Langenfeld,"Lunch, Dinner, After-hours","German, Austrian, Bar, European, Central European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.0,257.0
390,Lurzer Alm,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Obertauern""]",Austria,Austrian Alps,Salzburg Region,Obertauern,"Lunch, Dinner, After-hours, Drinks","Austrian, Bar, European, Central European",Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Outdoor Seating",4.0,343.0
391,K+K am Waagplatz,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner, After-hours","Austrian, European, International","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Wine and Beer",4.0,814.0
392,Restaurant Brunnauer,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner","Austrian, European, Central European","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Free off-street parking, Accepts Credit Cards, Table Service",4.5,304.0
393,Ristorante Pizzeria da Giacomo,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner, Drinks","Pizza, Mediterranean, Italian, European, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Street Parking, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Parking Available, Accepts Credit Cards, Table Service",4.5,505.0
394,Zum fidelen Affen,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,Dinner,Austrian,"Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards, Table Service",4.0,930.0
395,Braurestaurant IMLAUER,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner, After-hours, Drinks","German, Austrian, Central European, Grill, Beer restaurants","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Street Parking, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Private Dining, Parking Available, Full Bar, Accepts Credit Cards, Table Service, Family style",4.0,634.0
396,The Heart of Joy Cafe,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Breakfast, Lunch, Brunch, Drinks","Cafe, European, Healthy, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, Street Parking",4.5,482.0
397,Trattoria Domani,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner, After-hours","Italian, Pizza, European","Vegan Options, Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,294.0
398,Shrimps Bar & Restaurant,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner","Seafood, Mediterranean, European, Fusion","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Accepts Credit Cards, Table Service",4.5,278.0
399,Ristorante Di Renzi,"[""Europe"", ""Austria"", ""Austrian Alps"", ""Salzburg Region"", ""Salzburg""]",Austria,Austrian Alps,Salzburg Region,Salzburg,"Lunch, Dinner","Italian, European, Mediterranean",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Table Service, Accepts Credit Cards",4.0,188.0
